Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
562,1.47785e-51,0.117104,5000,1.02148,15.2373,0.999023,0.0224609,0.0566406,0.0566406
563,1.47785e-51,0.117117,5000,1.01758,15.2627,0.999023,0.0185547,0.0458984,0.0458984
564,1.48164e-51,0.117039,5000,1.01855,15.2441,1,0.0185547,0.0380859,0.0380859
565,1.48164e-51,0.117039,5000,1.01367,15.2549,1,0.0136719,0.0517578,0.0517578
566,1.48075e-51,0.11704,5000,1.0127,15.2578,1,0.0126953,0.0566406,0.0566406
567,1.48019e-51,0.117073,5000,1.01465,15.2559,0.999023,0.015625,0.0615234,0.0615234
568,1.48019e-51,0.117054,5000,1.0127,15.2432,1,0.0126953,0.0595703,0.0595703
569,1.48164e-51,0.117039,5000,1.0166,15.2529,1,0.0166016,0.0341797,0.0341797
570,1.48164e-51,0.117039,5000,1.01172,15.2285,1,0.0117188,0.0527344,0.0527344
571,1.4793e-51,0.117074,5000,1.01074,15.2266,0.999023,0.0117188,0.0449219,0.0449219
572,1.4784e-51,0.117056,5000,1.00781,15.2178,1,0.0078125,0.0449219,0.0449219
573,1.48075e-51,0.11704,5000,1.00977,15.1953,1,0.00976562,0.046875,0.046875
574,1.48164e-51,0.117039,5000,1.01074,15.207,1,0.0107422,0.0488281,0.0488281
575,1.48019e-51,0.117061,5000,1.01074,15.1602,1,0.0107422,0.0439453,0.0439453
576,1.48164e-51,0.117039,5000,1.01562,15.1465,1.00098,0.0146484,0.0449219,0.0449219
577,1.48019e-51,0.117054,5000,1.01562,15.1689,1,0.015625,0.0605469,0.0605469
578,1.48164e-51,0.117039,5000,1.0166,15.1689,1,0.0166016,0.0449219,0.0449219
579,1.48164e-51,0.117039,5000,1.01758,15.1826,1,0.0175781,0.0478516,0.0478516
580,1.48075e-51,0.11704,5000,1.02051,15.209,1,0.0205078,0.0488281,0.0488281
581,1.4793e-51,0.117055,5000,1.01855,15.1533,1,0.0185547,0.0644531,0.0644531
582,1.48164e-51,0.117039,5000,1.02051,15.1748,1,0.0205078,0.0478516,0.0478516
583,1.48164e-51,0.117039,5000,1.02441,15.1914,1,0.0244141,0.0332031,0.0332031
584,1.48019e-51,0.117054,5000,1.01953,15.2119,1,0.0195312,0.0517578,0.0517578
585,1.48164e-51,0.117039,5000,1.02344,15.1377,1,0.0234375,0.0371094,0.0371094
586,1.47875e-51,0.117108,5000,1.01855,15.1699,0.998047,0.0205078,0.0654297,0.0654297
587,1.48164e-51,0.117039,5000,1.02441,15.1797,1,0.0244141,0.0507812,0.0507812
588,1.48019e-51,0.117073,5000,1.02344,15.1602,0.999023,0.0244141,0.0332031,0.0332031
589,1.48164e-51,0.117039,5000,1.02637,15.1504,1,0.0263672,0.0605469,0.0605469
590,1.48019e-51,0.117054,5000,1.02344,15.1602,1,0.0234375,0.046875,0.046875
591,1.48075e-51,0.11704,5000,1.02246,15.1582,1,0.0224609,0.0507812,0.0507812
592,1.48164e-51,0.117039,5000,1.02832,15.1582,1,0.0283203,0.03125,0.03125
593,1.47875e-51,0.117088,5000,1.02344,15.1475,0.999023,0.0244141,0.0429688,0.0429688
594,1.48164e-51,0.117039,5000,1.02246,15.1387,1,0.0224609,0.0439453,0.0439453
595,1.47875e-51,0.117069,5000,1.03223,15.1758,1,0.0322266,0.0576172,0.0576172
596,1.48164e-51,0.117039,5000,1.02832,15.2178,1,0.0283203,0.046875,0.046875
597,1.48164e-51,0.117039,5000,1.02832,15.2207,1,0.0283203,0.0576172,0.0576172
598,1.48164e-51,0.117039,5000,1.02246,15.1875,1,0.0224609,0.0517578,0.0517578
599,1.48164e-51,0.117039,5000,1.01953,15.1846,1,0.0195312,0.0400391,0.0400391
600,1.48164e-51,0.117039,5000,1.02344,15.1914,1,0.0234375,0.0517578,0.0517578
601,1.48019e-51,0.117061,5000,1.01855,15.2158,1,0.0185547,0.0507812,0.0507812
602,1.48164e-51,0.117039,5000,1.01562,15.252,1,0.015625,0.0585938,0.0585938
603,1.48164e-51,0.117039,5000,1.0127,15.2568,1,0.0126953,0.0400391,0.0400391
604,1.48019e-51,0.117054,5000,1.0127,15.3086,1,0.0126953,0.0644531,0.0644531
605,1.48164e-51,0.117039,5000,1.00879,15.3076,1,0.00878906,0.0419922,0.0419922
606,1.48164e-51,0.117039,5000,1.00977,15.3086,1,0.00976562,0.0400391,0.0400391
607,1.48019e-51,0.117054,5000,1.01562,15.3223,1,0.015625,0.0537109,0.0537109
608,1.48164e-51,0.117039,5000,1.01758,15.3184,1,0.0175781,0.0498047,0.0498047
609,1.48164e-51,0.117039,5000,1.02051,15.335,1,0.0205078,0.0537109,0.0537109
610,1.48164e-51,0.117039,5000,1.02051,15.3857,1,0.0205078,0.0537109,0.0537109
611,1.47875e-51,0.117108,5000,1.01855,15.3662,0.998047,0.0205078,0.0703125,0.0703125
612,1.47875e-51,0.117088,5000,1.02832,15.375,0.999023,0.0292969,0.0390625,0.0390625
613,1.48164e-51,0.117039,5000,1.02051,15.3594,1,0.0205078,0.0449219,0.0449219
614,1.48164e-51,0.117039,5000,1.02051,15.3535,1,0.0205078,0.0546875,0.0546875
615,1.48164e-51,0.117039,5000,1.02148,15.3555,1,0.0214844,0.0488281,0.0488281
616,1.48164e-51,0.117039,5000,1.02148,15.3135,1,0.0214844,0.0507812,0.0507812
617,1.47875e-51,0.117083,5000,1.02051,15.2881,1,0.0205078,0.0605469,0.0605469
618,1.48164e-51,0.117039,5000,1.02637,15.29,1,0.0263672,0.0517578,0.0517578
619,1.48164e-51,0.117039,5000,1.02344,15.2861,1,0.0234375,0.0507812,0.0507812
620,1.48019e-51,0.117054,5000,1.02051,15.2598,1,0.0205078,0.0507812,0.0507812
621,1.48164e-51,0.117039,5000,1.01855,15.251,1,0.0185547,0.0351562,0.0351562
622,1.48019e-51,0.117054,5000,1.01562,15.2461,1,0.015625,0.0488281,0.0488281
623,1.48164e-51,0.117039,5000,1.02148,15.252,1,0.0214844,0.0615234,0.0615234
624,1.48164e-51,0.117039,5000,1.02441,15.2275,1,0.0244141,0.0478516,0.0478516
625,1.48164e-51,0.117039,5000,1.02441,15.2197,1,0.0244141,0.0478516,0.0478516
626,1.48164e-51,0.117039,5000,1.02441,15.2422,1,0.0244141,0.0498047,0.0498047
627,1.48164e-51,0.117039,5000,1.02441,15.251,1,0.0244141,0.0507812,0.0507812
628,1.48164e-51,0.117039,5000,1.02734,15.2568,1,0.0273438,0.0449219,0.0449219
629,1.47876e-51,0.117059,5000,1.02637,15.2539,1.00098,0.0253906,0.0585938,0.0585938
630,1.48164e-51,0.117039,5000,1.02539,15.2549,1,0.0253906,0.0664062,0.0664062
631,1.48019e-51,0.117073,5000,1.02539,15.2373,0.999023,0.0263672,0.0419922,0.0419922
632,1.48019e-51,0.117054,5000,1.01953,15.2637,1,0.0195312,0.0488281,0.0488281
633,1.48164e-51,0.117039,5000,1.02148,15.2598,1,0.0214844,0.0498047,0.0498047
634,1.48019e-51,0.117073,5000,1.02148,15.2812,0.999023,0.0224609,0.0566406,0.0566406
635,1.48164e-51,0.117039,5000,1.01855,15.3164,1,0.0185547,0.0439453,0.0439453
636,1.48019e-51,0.117054,5000,1.02344,15.3311,1,0.0234375,0.0488281,0.0488281
637,1.48164e-51,0.117039,5000,1.02734,15.3525,1,0.0273438,0.0400391,0.0400391
638,1.48164e-51,0.117039,5000,1.03027,15.3682,1,0.0302734,0.0400391,0.0400391
639,1.48164e-51,0.117039,5000,1.04102,15.4209,1,0.0410156,0.0605469,0.0605469
640,1.48164e-51,0.117039,5000,1.04297,15.4268,1,0.0429688,0.0478516,0.0478516
641,1.48164e-51,0.117039,5000,1.03809,15.3779,1,0.0380859,0.0458984,0.0458984
642,1.48164e-51,0.117039,5000,1.03906,15.4033,1,0.0390625,0.0556641,0.0556641
643,1.4773e-51,0.117123,5000,1.04199,15.4414,0.998047,0.0439453,0.0458984,0.0458984
644,1.48019e-51,0.117054,5000,1.04199,15.4268,1,0.0419922,0.0458984,0.0458984
645,1.48164e-51,0.117039,5000,1.03711,15.4404,1,0.0371094,0.0585938,0.0585938
646,1.47875e-51,0.117088,5000,1.03711,15.417,0.999023,0.0380859,0.0546875,0.0546875
647,1.48164e-51,0.117039,5000,1.03906,15.4238,1,0.0390625,0.0400391,0.0400391
648,1.48019e-51,0.117054,5000,1.04102,15.4131,1,0.0410156,0.0478516,0.0478516
649,1.48164e-51,0.117039,5000,1.03613,15.4062,1,0.0361328,0.0498047,0.0498047
650,1.4773e-51,0.117137,5000,1.03418,15.3936,0.998047,0.0361328,0.0498047,0.0498047
651,1.48164e-51,0.117039,5000,1.04102,15.4033,1,0.0410156,0.0576172,0.0576172
652,1.48019e-51,0.117061,5000,1.03223,15.3691,1,0.0322266,0.0595703,0.0595703
653,1.48019e-51,0.117068,5000,1.03223,15.373,1,0.0322266,0.0556641,0.0556641
654,1.48019e-51,0.117073,5000,1.0332,15.4111,0.999023,0.0341797,0.0507812,0.0507812
655,1.48164e-51,0.117039,5000,1.03613,15.4141,1,0.0361328,0.046875,0.046875
656,1.48164e-51,0.117039,5000,1.03516,15.416,1,0.0351562,0.0556641,0.0556641
657,1.48164e-51,0.117039,5000,1.03125,15.4121,1,0.03125,0.0371094,0.0371094
658,1.48019e-51,0.117054,5000,1.03711,15.3984,1,0.0371094,0.0634766,0.0634766
659,1.48164e-51,0.117039,5000,1.04102,15.4307,1,0.0410156,0.0478516,0.0478516
660,1.48019e-51,0.117054,5000,1.04883,15.4414,1,0.0488281,0.0390625,0.0390625
661,1.48164e-51,0.117039,5000,1.04492,15.4395,1,0.0449219,0.0449219,0.0449219
662,1.48019e-51,0.117073,5000,1.04395,15.4424,1,0.0449219,0.0644531,0.0644531
663,1.48164e-51,0.117039,5000,1.04883,15.4932,1,0.0488281,0.0546875,0.0546875
664,1.48019e-51,0.117054,5000,1.04102,15.4023,1,0.0410156,0.046875,0.046875
665,1.48019e-51,0.117054,5000,1.04004,15.3584,1,0.0400391,0.0322266,0.0322266
666,1.48164e-51,0.117039,5000,1.03809,15.3809,1,0.0380859,0.0537109,0.0537109
667,1.48019e-51,0.117054,5000,1.03809,15.3643,1,0.0380859,0.0566406,0.0566406
668,1.47785e-51,0.11707,5000,1.04199,15.4102,1,0.0419922,0.0615234,0.0615234
669,1.48164e-51,0.117039,5000,1.03809,15.3936,1,0.0380859,0.0683594,0.0683594
670,1.48019e-51,0.117054,5000,1.03223,15.3857,1,0.0322266,0.0527344,0.0527344
671,1.48164e-51,0.117039,5000,1.03809,15.3945,1,0.0380859,0.046875,0.046875
672,1.4773e-51,0.117123,5000,1.03516,15.3291,0.998047,0.0371094,0.0458984,0.0458984
673,1.47875e-51,0.117069,5000,1.03027,15.3281,1,0.0302734,0.0498047,0.0498047
674,1.48164e-51,0.117039,5000,1.03418,15.3555,1.00098,0.0332031,0.046875,0.046875
675,1.48164e-51,0.117039,5000,1.03125,15.3486,1.00098,0.0302734,0.0605469,0.0605469
676,1.48164e-51,0.117039,5000,1.03125,15.3398,1,0.03125,0.0478516,0.0478516
677,1.48164e-51,0.117039,5000,1.03906,15.2812,1,0.0390625,0.0458984,0.0458984
678,1.47641e-51,0.117092,5000,1.04297,15.293,1,0.0429688,0.0556641,0.0556641
679,1.48164e-51,0.117039,5000,1.04199,15.2578,1,0.0419922,0.0410156,0.0410156
680,1.4802e-51,0.117044,5000,1.04199,15.2432,1.00098,0.0410156,0.0429688,0.0429688
681,1.48164e-51,0.117039,5000,1.04395,15.2637,1,0.0439453,0.0410156,0.0410156
682,1.48019e-51,0.117054,5000,1.04688,15.3467,1,0.046875,0.0595703,0.0595703
683,1.48019e-51,0.117054,5000,1.03906,15.3184,1,0.0390625,0.0585938,0.0585938
684,1.4793e-51,0.117074,5000,1.04199,15.2793,0.999023,0.0429688,0.0498047,0.0498047
685,1.4793e-51,0.117082,5000,1.04883,15.2559,1,0.0488281,0.0488281,0.0488281
686,1.4793e-51,0.117074,5000,1.04102,15.251,0.999023,0.0419922,0.0419922,0.0419922
687,1.48019e-51,0.117054,5000,1.04102,15.3174,1,0.0410156,0.0595703,0.0595703
688,1.48164e-51,0.117039,5000,1.04199,15.2979,1,0.0419922,0.0517578,0.0517578
689,1.48019e-51,0.117054,5000,1.05176,15.3057,1,0.0517578,0.0517578,0.0517578
690,1.48164e-51,0.117039,5000,1.05664,15.3203,1,0.0566406,0.0449219,0.0449219
691,1.48019e-51,0.117073,5000,1.06836,15.3232,0.999023,0.0693359,0.0546875,0.0546875
692,1.48164e-51,0.117039,5000,1.08008,15.3525,1,0.0800781,0.0556641,0.0556641
693,1.48164e-51,0.117039,5000,1.08496,15.335,1,0.0849609,0.0507812,0.0507812
694,1.48164e-51,0.117039,5000,1.08594,15.3242,1,0.0859375,0.0517578,0.0517578
695,1.48164e-51,0.117039,5000,1.08984,15.293,1,0.0898438,0.0703125,0.0703125
696,1.4773e-51,0.117131,5000,1.0791,15.2666,0.999023,0.0800781,0.0546875,0.0546875
697,1.48019e-51,0.117054,5000,1.09082,15.252,1,0.0908203,0.0507812,0.0507812
698,1.47875e-51,0.117088,5000,1.08105,15.2236,0.999023,0.0820312,0.0449219,0.0449219
699,1.48164e-51,0.117039,5000,1.08594,15.2334,1,0.0859375,0.046875,0.046875
700,1.48164e-51,0.117039,5000,1.08301,15.2754,1,0.0830078,0.0537109,0.0537109
701,1.48164e-51,0.117039,5000,1.08887,15.2695,1,0.0888672,0.0458984,0.0458984
702,1.48164e-51,0.117039,5000,1.08203,15.2793,1,0.0820312,0.0625,0.0625
703,1.48164e-51,0.117039,5000,1.08594,15.2803,1,0.0859375,0.0537109,0.0537109
704,1.48164e-51,0.117039,5000,1.09375,15.2588,1,0.09375,0.0517578,0.0517578
705,1.48019e-51,0.117081,5000,1.09668,15.2969,1,0.0966797,0.0527344,0.0527344
706,1.48164e-51,0.117039,5000,1.09473,15.2588,1,0.0947266,0.0429688,0.0429688
707,1.48164e-51,0.117039,5000,1.10059,15.2246,1.00098,0.0996094,0.0429688,0.0429688
708,1.48164e-51,0.117039,5000,1.09766,15.1865,1,0.0976562,0.0410156,0.0410156
709,1.48164e-51,0.117039,5000,1.10742,15.1875,1,0.107422,0.0478516,0.0478516
710,1.48164e-51,0.117039,5000,1.10156,15.208,1,0.101562,0.0429688,0.0429688
711,1.48019e-51,0.117054,5000,1.09668,15.2041,1,0.0966797,0.0527344,0.0527344
712,1.48164e-51,0.117039,5000,1.08691,15.1836,1,0.0869141,0.0498047,0.0498047
713,1.48019e-51,0.117054,5000,1.09863,15.1768,1,0.0986328,0.0419922,0.0419922
714,1.48164e-51,0.117039,5000,1.0918,15.207,1,0.0917969,0.0507812,0.0507812
715,1.48019e-51,0.117054,5000,1.10352,15.25,1,0.103516,0.0517578,0.0517578
716,1.48164e-51,0.117039,5000,1.09961,15.249,1,0.0996094,0.0478516,0.0478516
717,1.48164e-51,0.117039,5000,1.09961,15.25,1,0.0996094,0.0488281,0.0488281
718,1.48019e-51,0.117054,5000,1.0957,15.2549,1,0.0957031,0.0595703,0.0595703
719,1.48164e-51,0.117039,5000,1.0918,15.2031,1,0.0917969,0.0644531,0.0644531
720,1.48164e-51,0.117039,5000,1.09375,15.2324,1,0.09375,0.0507812,0.0507812
721,1.48019e-51,0.117054,5000,1.09375,15.2197,1,0.09375,0.0498047,0.0498047
722,1.48019e-51,0.117068,5000,1.09375,15.2305,1,0.09375,0.0429688,0.0429688
723,1.47875e-51,0.117108,5000,1.09863,15.1924,0.998047,0.100586,0.0488281,0.0488281
724,1.48019e-51,0.117073,5000,1.0918,15.1582,0.999023,0.0927734,0.0341797,0.0341797
725,1.47875e-51,0.117088,5000,1.10254,15.1543,0.999023,0.103516,0.0371094,0.0371094
726,1.48019e-51,0.117073,5000,1.08789,15.1436,0.999023,0.0888672,0.0498047,0.0498047
727,1.48164e-51,0.117039,5000,1.08203,15.125,1,0.0820312,0.0371094,0.0371094
728,1.48019e-51,0.117073,5000,1.08203,15.1279,0.999023,0.0830078,0.0517578,0.0517578
729,1.4773e-51,0.117084,5000,1.08203,15.083,1,0.0820312,0.0507812,0.0507812
730,1.48019e-51,0.117073,5000,1.0918,15.1064,0.999023,0.0927734,0.0507812,0.0507812
731,1.48164e-51,0.117039,5000,1.08398,15.1279,1,0.0839844,0.0371094,0.0371094
732,1.48019e-51,0.117073,5000,1.0791,15.0977,0.999023,0.0800781,0.0419922,0.0419922
733,1.48164e-51,0.117039,5000,1.08203,15.1064,1,0.0820312,0.0439453,0.0439453
734,1.47875e-51,0.117089,5000,1.07812,15.0879,1,0.078125,0.0429688,0.0429688
735,1.48019e-51,0.117073,5000,1.07031,15.1318,1,0.0712891,0.046875,0.046875
736,1.48164e-51,0.117039,5000,1.07031,15.1914,1,0.0703125,0.0507812,0.0507812
737,1.48164e-51,0.117039,5000,1.06738,15.2041,1,0.0673828,0.0585938,0.0585938
738,1.48164e-51,0.117039,5000,1.07031,15.2646,1,0.0703125,0.0566406,0.0566406
739,1.48075e-51,0.11704,5000,1.08203,15.3359,1,0.0820312,0.0478516,0.0478516
740,1.48075e-51,0.11704,5000,1.08594,15.3613,1,0.0859375,0.0566406,0.0566406
741,1.48075e-51,0.11704,5000,1.09082,15.3594,1,0.0908203,0.0527344,0.0527344
742,1.48075e-51,0.11704,5000,1.0957,15.3164,1,0.0957031,0.0576172,0.0576172
743,1.47875e-51,0.117108,5000,1.11523,15.3398,0.998047,0.117188,0.0507812,0.0507812
744,1.48019e-51,0.117073,5000,1.1123,15.3125,0.999023,0.113281,0.046875,0.046875
745,1.47875e-51,0.117108,5000,1.08691,15.2402,0.998047,0.0888672,0.0566406,0.0566406
746,1.48164e-51,0.117039,5000,1.08496,15.2109,1,0.0849609,0.0605469,0.0605469
747,1.48019e-51,0.117061,5000,1.0791,15.1396,1,0.0791016,0.0546875,0.0546875
748,1.48164e-51,0.117039,5000,1.08398,15.168,1,0.0839844,0.0498047,0.0498047
749,1.48019e-51,0.117073,5000,1.08105,15.1621,0.999023,0.0820312,0.0478516,0.0478516
750,1.48164e-51,0.117039,5000,1.08496,15.1631,1,0.0849609,0.0585938,0.0585938
751,1.48019e-51,0.117073,5000,1.08691,15.1816,0.999023,0.0878906,0.0371094,0.0371094
752,1.48164e-51,0.117039,5000,1.08789,15.1631,1,0.0878906,0.0410156,0.0410156
753,1.48019e-51,0.117054,5000,1.09082,15.1484,1,0.0908203,0.0498047,0.0498047
754,1.48164e-51,0.117039,5000,1.08594,15.1748,1,0.0859375,0.0439453,0.0439453
755,1.47875e-51,0.117102,5000,1.0752,15.1914,0.999023,0.0761719,0.0449219,0.0449219
756,1.48019e-51,0.117073,5000,1.0791,15.1709,0.999023,0.0800781,0.0615234,0.0615234
757,1.48164e-51,0.117039,5000,1.08105,15.1787,1,0.0810547,0.0478516,0.0478516
758,1.48164e-51,0.117039,5000,1.07617,15.1924,1,0.0761719,0.0566406,0.0566406
759,1.48164e-51,0.117039,5000,1.0752,15.2266,1,0.0751953,0.046875,0.046875
760,1.48019e-51,0.117054,5000,1.07422,15.2666,1,0.0742188,0.0742188,0.0742188
761,1.48164e-51,0.117039,5000,1.0791,15.2734,1,0.0791016,0.0595703,0.0595703
762,1.47875e-51,0.117116,5000,1.05957,15.2969,0.999023,0.0605469,0.0546875,0.0546875
763,1.48164e-51,0.117039,5000,1.05566,15.2695,1,0.0556641,0.0527344,0.0527344
764,1.48019e-51,0.117081,5000,1.05762,15.2324,1,0.0576172,0.0488281,0.0488281
765,1.47875e-51,0.117108,5000,1.06348,15.2061,0.999023,0.0644531,0.046875,0.046875
766,1.48164e-51,0.117039,5000,1.06348,15.2168,1,0.0634766,0.0498047,0.0498047
767,1.48164e-51,0.117039,5000,1.0625,15.2598,1,0.0625,0.0439453,0.0439453
768,1.48019e-51,0.117073,5000,1.06641,15.2285,0.999023,0.0673828,0.0498047,0.0498047
769,1.48164e-51,0.117039,5000,1.07227,15.2061,1,0.0722656,0.0488281,0.0488281
770,1.48075e-51,0.11704,5000,1.08105,15.2324,1,0.0810547,0.0498047,0.0498047
771,1.48164e-51,0.117039,5000,1.0752,15.25,1,0.0751953,0.0517578,0.0517578
772,1.47875e-51,0.117108,5000,1.06836,15.2139,0.999023,0.0703125,0.0380859,0.0380859
773,1.48164e-51,0.117039,5000,1.07617,15.2598,1,0.0761719,0.0566406,0.0566406
774,1.48164e-51,0.117039,5000,1.08301,15.2783,1,0.0830078,0.0527344,0.0527344
775,1.48164e-51,0.117039,5000,1.07812,15.2725,1,0.078125,0.0371094,0.0371094
776,1.48164e-51,0.117039,5000,1.06836,15.2568,1,0.0683594,0.0410156,0.0410156
777,1.48164e-51,0.117039,5000,1.0791,15.2686,1,0.0791016,0.0439453,0.0439453
778,1.48075e-51,0.11704,5000,1.07617,15.248,1,0.0761719,0.0507812,0.0507812
779,1.48019e-51,0.117054,5000,1.07031,15.2637,1,0.0703125,0.0380859,0.0380859
780,1.48019e-51,0.117054,5000,1.0791,15.293,1,0.0791016,0.0488281,0.0488281
781,1.4773e-51,0.117103,5000,1.08203,15.2432,0.999023,0.0830078,0.0605469,0.0605469
782,1.48164e-51,0.117039,5000,1.08691,15.2236,1,0.0869141,0.0527344,0.0527344
783,1.48164e-51,0.117039,5000,1.08301,15.1992,1,0.0830078,0.0439453,0.0439453
784,1.48164e-51,0.117039,5000,1.07617,15.2129,1,0.0761719,0.0605469,0.0605469
785,1.48164e-51,0.117039,5000,1.08105,15.1807,1,0.0810547,0.0517578,0.0517578
786,1.48164e-51,0.117039,5000,1.09375,15.2021,1,0.09375,0.0498047,0.0498047
787,1.48019e-51,0.117073,5000,1.08984,15.2002,1,0.0908203,0.0498047,0.0498047
788,1.48164e-51,0.117039,5000,1.09863,15.1484,1,0.0986328,0.0644531,0.0644531
789,1.47875e-51,0.117069,5000,1.09375,15.1445,1,0.09375,0.0429688,0.0429688
790,1.48164e-51,0.117039,5000,1.10449,15.1992,1,0.104492,0.0498047,0.0498047
791,1.48164e-51,0.117039,5000,1.0918,15.1504,1,0.0917969,0.0537109,0.0537109
792,1.48164e-51,0.117039,5000,1.09473,15.1562,1,0.0947266,0.0527344,0.0527344
793,1.48164e-51,0.117039,5000,1.09863,15.1455,1,0.0986328,0.0478516,0.0478516
794,1.48164e-51,0.117039,5000,1.0918,15.1348,1,0.0917969,0.0527344,0.0527344
795,1.47875e-51,0.117088,5000,1.09473,15.1104,0.999023,0.0957031,0.0595703,0.0595703
796,1.47875e-51,0.117088,5000,1.08691,15.1045,0.999023,0.0878906,0.046875,0.046875
797,1.48164e-51,0.117039,5000,1.08887,15.1377,1,0.0888672,0.0546875,0.0546875
798,1.48164e-51,0.117039,5000,1.08984,15.085,1,0.0898438,0.0556641,0.0556641
799,1.47875e-51,0.117088,5000,1.09766,15.0898,0.999023,0.0986328,0.0439453,0.0439453
800,1.47875e-51,0.117088,5000,1.08789,15.1182,0.999023,0.0888672,0.0537109,0.0537109
801,1.48019e-51,0.117073,5000,1.0957,15.0928,0.999023,0.0966797,0.0390625,0.0390625
802,1.48019e-51,0.117061,5000,1.10352,15.0723,1,0.103516,0.0429688,0.0429688
803,1.48019e-51,0.117073,5000,1.09082,15.0576,0.999023,0.0917969,0.0507812,0.0507812
804,1.48164e-51,0.117039,5000,1.09082,15.0527,1,0.0908203,0.0498047,0.0498047
805,1.48164e-51,0.117039,5000,1.08203,15.0586,1,0.0820312,0.0449219,0.0449219
806,1.48019e-51,0.117073,5000,1.08398,15.0479,0.999023,0.0849609,0.0566406,0.0566406
807,1.48019e-51,0.117054,5000,1.08789,15.0879,1,0.0878906,0.0458984,0.0458984
808,1.48164e-51,0.117039,5000,1.08398,15.0537,1,0.0839844,0.0439453,0.0439453
809,1.48019e-51,0.117054,5000,1.08594,15.0449,1,0.0859375,0.0517578,0.0517578
810,1.48164e-51,0.117039,5000,1.08984,14.9971,1,0.0898438,0.0625,0.0625
811,1.48075e-51,0.11704,5000,1.09375,14.9893,1,0.09375,0.0498047,0.0498047
812,1.4793e-51,0.117074,5000,1.09668,14.9971,0.999023,0.0976562,0.0507812,0.0507812
813,1.48164e-51,0.117039,5000,1.08887,14.9668,1,0.0888672,0.0566406,0.0566406
814,1.48164e-51,0.117039,5000,1.10156,14.9648,1,0.101562,0.0429688,0.0429688
815,1.48164e-51,0.117039,5000,1.11133,14.9678,1,0.111328,0.0605469,0.0605469
816,1.48164e-51,0.117039,5000,1.12207,14.9502,1,0.12207,0.0410156,0.0410156
817,1.48164e-51,0.117039,5000,1.11133,14.8955,1,0.111328,0.0683594,0.0683594
818,1.4793e-51,0.117074,5000,1.11719,14.9131,0.999023,0.118164,0.0546875,0.0546875
819,1.47875e-51,0.117069,5000,1.14258,14.9219,1,0.142578,0.0585938,0.0585938
820,1.48164e-51,0.117039,5000,1.14551,14.9561,1,0.145508,0.0527344,0.0527344
821,1.48164e-51,0.117039,5000,1.1582,14.9814,1,0.158203,0.0488281,0.0488281
822,1.48164e-51,0.117039,5000,1.14648,14.9697,1,0.146484,0.0488281,0.0488281
823,1.48164e-51,0.117039,5000,1.15234,14.9736,1,0.152344,0.0576172,0.0576172
824,1.48019e-51,0.117054,5000,1.14844,14.9697,1,0.148438,0.0371094,0.0371094
825,1.48164e-51,0.117039,5000,1.14648,14.9258,1,0.146484,0.0527344,0.0527344
826,1.48019e-51,0.117073,5000,1.15039,14.9707,0.999023,0.151367,0.0507812,0.0507812
827,1.48164e-51,0.117039,5000,1.15723,14.9561,1,0.157227,0.0439453,0.0439453
828,1.48019e-51,0.117073,5000,1.16699,14.9229,0.999023,0.167969,0.0566406,0.0566406
829,1.48164e-51,0.117039,5000,1.16797,14.9375,1,0.167969,0.0449219,0.0449219
830,1.48164e-51,0.117039,5000,1.16211,14.9092,1,0.162109,0.0439453,0.0439453
831,1.48164e-51,0.117039,5000,1.16992,14.9785,1,0.169922,0.0537109,0.0537109
832,1.48164e-51,0.117039,5000,1.16992,14.9697,1,0.169922,0.0615234,0.0615234
833,1.48019e-51,0.117073,5000,1.15918,14.998,0.999023,0.160156,0.0556641,0.0556641
834,1.48019e-51,0.117073,5000,1.16895,15.0215,0.999023,0.169922,0.0390625,0.0390625
835,1.48164e-51,0.117039,5000,1.18066,15.002,1,0.180664,0.0546875,0.0546875
836,1.48019e-51,0.117073,5000,1.16602,15.0381,0.999023,0.166992,0.046875,0.046875
837,1.48164e-51,0.117039,5000,1.16016,15.0596,1,0.160156,0.0351562,0.0351562
838,1.48164e-51,0.117039,5000,1.14453,15.0078,1,0.144531,0.0527344,0.0527344
839,1.48019e-51,0.117054,5000,1.14648,14.999,1,0.146484,0.0439453,0.0439453
840,1.48164e-51,0.117039,5000,1.14746,15.002,1,0.147461,0.0488281,0.0488281
841,1.48164e-51,0.117039,5000,1.16309,15.0088,1,0.163086,0.0351562,0.0351562
842,1.48164e-51,0.117039,5000,1.16016,15.0107,1,0.160156,0.0488281,0.0488281
843,1.48164e-51,0.117039,5000,1.17871,14.9883,1,0.178711,0.0605469,0.0605469
844,1.48164e-51,0.117039,5000,1.17383,14.9805,1,0.173828,0.0419922,0.0419922
845,1.48164e-51,0.117039,5000,1.16406,14.957,1,0.164062,0.0517578,0.0517578
846,1.48164e-51,0.117039,5000,1.18066,14.9805,1,0.180664,0.0390625,0.0390625
847,1.48164e-51,0.117039,5000,1.19043,14.9668,1,0.19043,0.046875,0.046875
848,1.48164e-51,0.117039,5000,1.19531,14.9404,1,0.195312,0.0605469,0.0605469
849,1.48019e-51,0.117054,5000,1.18359,14.9062,1,0.183594,0.0400391,0.0400391
850,1.48019e-51,0.117073,5000,1.19141,14.9287,0.999023,0.192383,0.046875,0.046875
